CUSTOM,example_num,batch_step,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
22404.859375,64,1,0,1771812144,,False,1,ac1cf_00000,2026-02-22_20-02-24,1.3569772243499756,1.3569772243499756,32520,DESKTOP-6E08LRQ,127.0.0.1,1.3569772243499756,1
17940.423828125,128,2,0,1771812144,,False,2,ac1cf_00000,2026-02-22_20-02-24,0.4734385013580322,1.8304157257080078,32520,DESKTOP-6E08LRQ,127.0.0.1,1.8304157257080078,2
16746.328125,192,3,0,1771812145,,False,3,ac1cf_00000,2026-02-22_20-02-25,0.40547728538513184,2.2358930110931396,32520,DESKTOP-6E08LRQ,127.0.0.1,2.2358930110931396,3
14426.1943359375,256,4,0,1771812145,,False,4,ac1cf_00000,2026-02-22_20-02-25,0.42624950408935547,2.662142515182495,32520,DESKTOP-6E08LRQ,127.0.0.1,2.662142515182495,4
11416.033203125,320,5,0,1771812146,,False,5,ac1cf_00000,2026-02-22_20-02-26,0.37708306312561035,3.0392255783081055,32520,DESKTOP-6E08LRQ,127.0.0.1,3.0392255783081055,5
8169.78759765625,384,6,0,1771812146,,False,6,ac1cf_00000,2026-02-22_20-02-26,0.41921067237854004,3.4584362506866455,32520,DESKTOP-6E08LRQ,127.0.0.1,3.4584362506866455,6
6773.98779296875,448,7,0,1771812146,,False,7,ac1cf_00000,2026-02-22_20-02-26,0.4289236068725586,3.887359857559204,32520,DESKTOP-6E08LRQ,127.0.0.1,3.887359857559204,7
4364.02294921875,512,8,0,1771812147,,False,8,ac1cf_00000,2026-02-22_20-02-27,0.4020273685455322,4.289387226104736,32520,DESKTOP-6E08LRQ,127.0.0.1,4.289387226104736,8
4639.59619140625,576,9,0,1771812147,,False,9,ac1cf_00000,2026-02-22_20-02-27,0.4827885627746582,4.7721757888793945,32520,DESKTOP-6E08LRQ,127.0.0.1,4.7721757888793945,9
3689.934326171875,640,10,0,1771812148,,False,10,ac1cf_00000,2026-02-22_20-02-28,0.3776230812072754,5.14979887008667,32520,DESKTOP-6E08LRQ,127.0.0.1,5.14979887008667,10
3173.389892578125,704,11,0,1771812148,,False,11,ac1cf_00000,2026-02-22_20-02-28,0.4208829402923584,5.570681810379028,32520,DESKTOP-6E08LRQ,127.0.0.1,5.570681810379028,11
2620.21630859375,768,12,0,1771812148,,False,12,ac1cf_00000,2026-02-22_20-02-28,0.40013670921325684,5.970818519592285,32520,DESKTOP-6E08LRQ,127.0.0.1,5.970818519592285,12
2925.079345703125,832,13,0,1771812149,,False,13,ac1cf_00000,2026-02-22_20-02-29,0.3835291862487793,6.3543477058410645,32520,DESKTOP-6E08LRQ,127.0.0.1,6.3543477058410645,13
2159.399658203125,896,14,0,1771812149,,False,14,ac1cf_00000,2026-02-22_20-02-29,0.43890380859375,6.7932515144348145,32520,DESKTOP-6E08LRQ,127.0.0.1,6.7932515144348145,14
2908.188720703125,960,15,0,1771812150,,False,15,ac1cf_00000,2026-02-22_20-02-30,0.3616673946380615,7.154918909072876,32520,DESKTOP-6E08LRQ,127.0.0.1,7.154918909072876,15
2168.950927734375,1024,16,0,1771812150,,False,16,ac1cf_00000,2026-02-22_20-02-30,0.4347827434539795,7.5897016525268555,32520,DESKTOP-6E08LRQ,127.0.0.1,7.5897016525268555,16
2078.114990234375,1088,17,0,1771812151,,False,17,ac1cf_00000,2026-02-22_20-02-31,0.4218719005584717,8.011573553085327,32520,DESKTOP-6E08LRQ,127.0.0.1,8.011573553085327,17
2514.071044921875,1152,18,0,1771812151,,False,18,ac1cf_00000,2026-02-22_20-02-31,0.3831052780151367,8.394678831100464,32520,DESKTOP-6E08LRQ,127.0.0.1,8.394678831100464,18
1835.164306640625,1216,19,0,1771812151,,False,19,ac1cf_00000,2026-02-22_20-02-31,0.5098927021026611,8.904571533203125,32520,DESKTOP-6E08LRQ,127.0.0.1,8.904571533203125,19
2438.342529296875,1280,20,0,1771812152,,False,20,ac1cf_00000,2026-02-22_20-02-32,0.4288351535797119,9.333406686782837,32520,DESKTOP-6E08LRQ,127.0.0.1,9.333406686782837,20
2020.1273193359375,1344,21,0,1771812152,,False,21,ac1cf_00000,2026-02-22_20-02-32,0.5027084350585938,9.83611512184143,32520,DESKTOP-6E08LRQ,127.0.0.1,9.83611512184143,21
1917.156494140625,1408,22,0,1771812153,,False,22,ac1cf_00000,2026-02-22_20-02-33,0.481412410736084,10.317527532577515,32520,DESKTOP-6E08LRQ,127.0.0.1,10.317527532577515,22
1810.4329833984375,1472,23,0,1771812153,,False,23,ac1cf_00000,2026-02-22_20-02-33,0.4891188144683838,10.806646347045898,32520,DESKTOP-6E08LRQ,127.0.0.1,10.806646347045898,23
